invoice_id,service_category,client_industry,country,project_type,total_amount,total_hours,num_services,discount,tax_rate,documentation_complexity,payment_terms,timestamp
IT-2023544,IT Consulting,Manufacturing,SG,Retainer,62873,317,6,9.63,7.0,High,Net 30,2025-08-26 00:04:08.387999
IT-2023545,Cybersecurity,Finance,CA,Time & Materials,74020,357,6,12.96,13.0,High,Net 30,2025-07-23 00:04:08.387999
IT-2023546,System Integration,Healthcare,US,Fixed Price,8202,70,2,0.0,8.5,High,"50% Advance, 50% on Completion",2024-10-20 00:04:08.387999
IT-2023547,DevOps Services,E-commerce,SG,Support Contract,39239,302,6,8.23,7.0,High,Monthly in Advance,2024-11-06 00:04:08.387999
IT-2023548,Web Development,Manufacturing,AU,Fixed Price,8240,80,1,0.0,10.0,Medium,"50% Advance, 50% on Completion",2025-07-20 00:04:08.387999
IT-2023549,System Integration,E-commerce,US,Support Contract,7738,73,1,0.0,8.5,High,Monthly in Advance,2025-08-29 00:04:08.387999
IT-2023550,Cloud Services,Healthcare,US,Fixed Price,54362,340,6,10.46,8.5,High,"50% Advance, 50% on Completion",2024-12-10 00:04:08.387999
IT-2023551,Database Management,Healthcare,AU,Time & Materials,26205,197,3,11.57,10.0,High,Net 30,2025-01-09 00:04:08.387999
IT-2023552,IT Consulting,Manufacturing,UK,Retainer,33930,166,5,10.0,20.0,High,Net 30,2024-12-13 00:04:08.387999
IT-2023553,System Integration,Healthcare,UK,Retainer,29944,277,5,9.8,20.0,High,Net 30,2025-03-28 00:04:08.387999
IT-2023554,DevOps Services,E-commerce,SG,Fixed Price,24484,206,4,10.62,7.0,High,"50% Advance, 50% on Completion",2024-12-27 00:04:08.387999
IT-2023555,Cybersecurity,Education,SG,Support Contract,47996,224,5,14.5,7.0,High,Monthly in Advance,2025-02-23 00:04:08.387999
IT-2023556,Software Development,Education,UK,Time & Materials,31209,205,3,14.32,20.0,High,Net 30,2025-08-18 00:04:08.387999
IT-2023557,Mobile Development,Finance,SG,Support Contract,19106,149,3,8.62,7.0,High,Monthly in Advance,2025-07-03 00:04:08.387999
IT-2023558,AI/ML Solutions,Healthcare,AU,Time & Materials,18842,144,4,10.74,10.0,High,Net 30,2025-01-12 00:04:08.387999
IT-2023559,Network Infrastructure,Government,US,Retainer,38296,291,4,8.6,8.5,High,Net 30,2025-05-31 00:04:08.387999
IT-2023560,Software Development,Manufacturing,DE,Time & Materials,15812,79,2,0.0,19.0,High,Net 30,2024-12-14 00:04:08.387999
IT-2023561,Database Management,Government,SG,Support Contract,31663,239,4,12.62,7.0,High,Monthly in Advance,2024-10-21 00:04:08.387999
IT-2023562,AI/ML Solutions,Government,SG,Time & Materials,4329,37,1,0.0,7.0,Low,Net 30,2025-02-19 00:04:08.387999
IT-2023563,Mobile Development,E-commerce,CA,Fixed Price,13580,98,3,0.0,13.0,Medium,"50% Advance, 50% on Completion",2025-01-20 00:04:08.387999
IT-2023564,Database Management,Government,DE,Retainer,49151,393,6,12.73,19.0,High,Net 30,2025-03-27 00:04:08.387999
IT-2023565,DevOps Services,E-commerce,DE,Time & Materials,46099,378,6,10.09,19.0,High,Net 30,2025-04-28 00:04:08.387999
IT-2023566,Network Infrastructure,Finance,AU,Support Contract,2961,21,1,0.0,10.0,Low,Monthly in Advance,2025-02-12 00:04:08.387999
IT-2023567,Cloud Services,Education,UK,Fixed Price,48257,330,6,9.52,20.0,High,"50% Advance, 50% on Completion",2024-11-25 00:04:08.387999
IT-2023568,Database Management,Education,SG,Support Contract,12922,91,1,0.0,7.0,Medium,Monthly in Advance,2024-10-20 00:04:08.387999
IT-2023569,Cloud Services,Manufacturing,CA,Retainer,16271,103,2,0.0,13.0,High,Net 30,2025-05-20 00:04:08.387999
IT-2023570,Mobile Development,Manufacturing,CA,Fixed Price,11127,97,2,0.0,13.0,Medium,"50% Advance, 50% on Completion",2025-06-22 00:04:08.387999
IT-2023571,Data Analytics,E-commerce,UK,Retainer,45633,357,6,10.19,20.0,High,Net 30,2024-11-30 00:04:08.387999
IT-2023572,Data Analytics,Finance,CA,Support Contract,6500,52,1,0.0,13.0,Low,Monthly in Advance,2025-05-13 00:04:08.387999
IT-2023573,Software Development,E-commerce,CA,Time & Materials,30053,200,3,14.62,13.0,High,Net 30,2025-07-29 00:04:08.387999
IT-2023574,Network Infrastructure,Government,SG,Fixed Price,19723,174,4,0.0,7.0,High,"50% Advance, 50% on Completion",2025-07-14 00:04:08.387999
IT-2023575,AI/ML Solutions,Education,UK,Time & Materials,22400,178,4,14.24,20.0,High,Net 30,2025-08-09 00:04:08.387999
IT-2023576,Network Infrastructure,Healthcare,AU,Retainer,35568,293,5,11.07,10.0,High,Net 30,2024-11-09 00:04:08.387999
IT-2023577,System Integration,Government,CA,Fixed Price,54222,457,6,8.04,13.0,High,"50% Advance, 50% on Completion",2025-03-02 00:04:08.387999
IT-2023578,Cybersecurity,Finance,AU,Retainer,30848,168,3,11.67,10.0,High,Net 30,2025-06-10 00:04:08.387999
IT-2023579,Mobile Development,E-commerce,CA,Time & Materials,32632,251,6,11.42,13.0,High,Net 30,2025-07-12 00:04:08.387999
IT-2023580,System Integration,E-commerce,US,Time & Materials,5385,39,2,0.0,8.5,High,Net 30,2025-01-23 00:04:08.387999
IT-2023581,Data Analytics,Healthcare,DE,Time & Materials,9408,64,1,0.0,19.0,Medium,Net 30,2025-08-17 00:04:08.387999
IT-2023582,Software Development,Education,CA,Fixed Price,26116,148,2,12.13,13.0,High,"50% Advance, 50% on Completion",2025-01-01 00:04:08.387999
IT-2023583,Network Infrastructure,Government,SG,Time & Materials,17166,119,3,0.0,7.0,High,Net 30,2025-03-02 00:04:08.387999
IT-2023584,Software Development,Government,SG,Time & Materials,61294,352,6,14.18,7.0,High,Net 30,2025-06-15 00:04:08.387999
IT-2023585,Mobile Development,Government,CA,Fixed Price,27330,255,5,14.62,13.0,High,"50% Advance, 50% on Completion",2024-11-07 00:04:08.387999
IT-2023586,Data Analytics,Manufacturing,AU,Fixed Price,38238,316,5,9.26,10.0,High,"50% Advance, 50% on Completion",2025-03-28 00:04:08.387999
IT-2023587,Mobile Development,Manufacturing,UK,Retainer,24764,195,2,9.83,20.0,High,Net 30,2025-04-05 00:04:08.387999
IT-2023588,Software Development,Government,AU,Fixed Price,68375,407,6,14.17,10.0,High,"50% Advance, 50% on Completion",2025-01-23 00:04:08.387999
IT-2023589,Web Development,Manufacturing,AU,Time & Materials,20296,156,4,13.49,10.0,High,Net 30,2025-06-02 00:04:08.387999
IT-2023590,System Integration,E-commerce,SG,Fixed Price,25118,203,4,10.67,7.0,High,"50% Advance, 50% on Completion",2024-11-16 00:04:08.387999
IT-2023591,Cloud Services,Education,DE,Retainer,24198,176,3,12.57,19.0,High,Net 30,2024-11-11 00:04:08.387999
IT-2023592,AI/ML Solutions,E-commerce,UK,Retainer,46212,356,6,8.32,20.0,High,Net 30,2025-05-28 00:04:08.387999
IT-2023593,IT Consulting,Finance,US,Fixed Price,18368,82,1,7.07,8.5,High,"50% Advance, 50% on Completion",2024-10-08 00:04:08.387999
IT-2023594,Cloud Services,Healthcare,CA,Retainer,35819,234,4,13.94,13.0,High,Net 30,2025-06-07 00:04:08.387999
IT-2023595,Network Infrastructure,Healthcare,US,Fixed Price,15635,137,3,5.47,8.5,High,"50% Advance, 50% on Completion",2024-11-19 00:04:08.387999
IT-2023596,Mobile Development,Government,SG,Fixed Price,33789,275,6,10.38,7.0,High,"50% Advance, 50% on Completion",2025-06-06 00:04:08.387999
IT-2023597,Web Development,Government,US,Fixed Price,4892,36,2,0.0,8.5,Low,"50% Advance, 50% on Completion",2024-10-16 00:04:08.387999
IT-2023598,Network Infrastructure,Education,US,Retainer,27643,244,5,14.64,8.5,High,Net 30,2025-03-20 00:04:08.388999
IT-2023599,Data Analytics,Government,SG,Time & Materials,16670,126,2,0.0,7.0,High,Net 30,2025-09-03 00:04:08.388999
IT-2023600,AI/ML Solutions,E-commerce,CA,Retainer,15474,108,2,0.0,13.0,High,Net 30,2025-06-26 00:04:08.388999
IT-2023601,Software Development,E-commerce,US,Fixed Price,7480,55,1,0.0,8.5,Low,"50% Advance, 50% on Completion",2025-07-11 00:04:08.388999
IT-2023602,IT Consulting,Manufacturing,UK,Retainer,30144,168,3,10.55,20.0,High,Net 30,2025-05-29 00:04:08.388999
IT-2023603,DevOps Services,Healthcare,UK,Retainer,21252,176,4,14.99,20.0,High,Net 30,2024-10-29 00:04:08.388999
IT-2023604,DevOps Services,Healthcare,AU,Support Contract,1482,13,1,0.0,10.0,Low,Monthly in Advance,2025-08-03 00:04:08.388999
IT-2023605,Cybersecurity,Government,SG,Support Contract,7105,35,1,0.0,7.0,High,Monthly in Advance,2025-04-23 00:04:08.388999
IT-2023606,Database Management,Education,DE,Support Contract,36295,277,6,12.6,19.0,High,Monthly in Advance,2025-02-25 00:04:08.388999
IT-2023607,Software Development,Government,DE,Time & Materials,56551,279,5,14.33,19.0,High,Net 30,2024-09-23 00:04:08.388999
IT-2023608,System Integration,Education,AU,Time & Materials,35810,266,4,10.09,10.0,High,Net 30,2025-04-12 00:04:08.388999
IT-2023609,Data Analytics,Healthcare,CA,Retainer,9996,98,1,0.0,13.0,Medium,Net 30,2025-05-15 00:04:08.388999
IT-2023610,Software Development,Government,AU,Fixed Price,5848,34,1,0.0,10.0,Low,"50% Advance, 50% on Completion",2025-07-21 00:04:08.388999
IT-2023611,Software Development,Government,CA,Retainer,14634,81,2,0.0,13.0,Medium,Net 30,2025-03-16 00:04:08.388999
IT-2023612,Network Infrastructure,Government,UK,Fixed Price,42913,329,6,9.23,20.0,High,"50% Advance, 50% on Completion",2025-08-16 00:04:08.388999
IT-2023613,Cloud Services,Government,AU,Fixed Price,33922,217,5,9.37,10.0,High,"50% Advance, 50% on Completion",2025-06-09 00:04:08.388999
IT-2023614,Web Development,Manufacturing,UK,Fixed Price,35452,296,5,8.45,20.0,High,"50% Advance, 50% on Completion",2025-06-15 00:04:08.388999
IT-2023615,Data Analytics,Government,AU,Time & Materials,9933,77,1,0.0,10.0,Medium,Net 30,2025-06-23 00:04:08.388999
IT-2023616,System Integration,Government,US,Support Contract,25134,181,4,9.67,8.5,High,Monthly in Advance,2025-01-18 00:04:08.388999
IT-2023617,Web Development,Healthcare,US,Time & Materials,18976,156,2,11.38,8.5,High,Net 30,2025-06-09 00:04:08.388999
IT-2023618,Data Analytics,Government,CA,Time & Materials,31291,278,4,12.97,13.0,High,Net 30,2024-11-14 00:04:08.388999
IT-2023619,Software Development,Education,US,Retainer,48300,303,6,13.43,8.5,High,Net 30,2024-11-14 00:04:08.388999
IT-2023620,Database Management,Manufacturing,CA,Time & Materials,9583,77,2,0.0,13.0,Medium,Net 30,2024-12-19 00:04:08.388999
IT-2023621,Database Management,Healthcare,CA,Retainer,16752,144,3,9.69,13.0,High,Net 30,2024-12-06 00:04:08.388999
IT-2023622,Cybersecurity,Manufacturing,UK,Support Contract,42809,194,4,10.31,20.0,High,Monthly in Advance,2024-09-29 00:04:08.388999
IT-2023623,IT Consulting,Healthcare,CA,Fixed Price,12320,70,1,11.61,13.0,Medium,"50% Advance, 50% on Completion",2025-03-25 00:04:08.388999
IT-2023624,Cloud Services,Government,CA,Time & Materials,42461,279,6,14.39,13.0,High,Net 30,2025-05-21 00:04:08.388999
IT-2023625,Web Development,Education,AU,Support Contract,12668,121,2,0.0,10.0,Medium,Monthly in Advance,2025-09-11 00:04:08.388999
IT-2023626,IT Consulting,E-commerce,UK,Time & Materials,37777,185,2,8.19,20.0,High,Net 30,2024-11-25 00:04:08.388999
IT-2023627,Software Development,Manufacturing,US,Time & Materials,34424,201,4,14.41,8.5,High,Net 30,2024-10-18 00:04:08.388999
IT-2023628,Software Development,Government,UK,Retainer,21261,131,2,10.59,20.0,High,Net 30,2025-09-14 00:04:08.388999
IT-2023629,Web Development,E-commerce,AU,Time & Materials,19533,156,3,0.0,10.0,High,Net 30,2025-01-03 00:04:08.388999
IT-2023630,AI/ML Solutions,Government,CA,Fixed Price,17781,135,2,0.0,13.0,High,"50% Advance, 50% on Completion",2025-09-03 00:04:08.388999
IT-2023631,Data Analytics,Finance,DE,Fixed Price,12912,112,2,5.48,19.0,Medium,"50% Advance, 50% on Completion",2025-08-06 00:04:08.388999
IT-2023632,AI/ML Solutions,Healthcare,US,Fixed Price,6913,65,2,0.0,8.5,Low,"50% Advance, 50% on Completion",2024-12-15 00:04:08.388999
IT-2023633,IT Consulting,Education,DE,Support Contract,17927,91,1,0.0,19.0,High,Monthly in Advance,2024-09-28 00:04:08.388999
IT-2023634,Database Management,Manufacturing,SG,Support Contract,21218,177,3,8.73,7.0,High,Monthly in Advance,2024-10-04 00:04:08.388999
IT-2023635,System Integration,Finance,AU,Support Contract,39701,344,4,14.63,10.0,High,Monthly in Advance,2024-11-15 00:04:08.388999
IT-2023636,Network Infrastructure,Government,UK,Support Contract,36742,301,6,14.73,20.0,High,Monthly in Advance,2024-11-05 00:04:08.388999
IT-2023637,Cloud Services,Education,CA,Time & Materials,13495,93,2,0.0,13.0,Medium,Net 30,2025-09-10 00:04:08.388999
IT-2023638,Database Management,Government,DE,Time & Materials,34628,282,6,12.8,19.0,High,Net 30,2025-03-28 00:04:08.388999
IT-2023639,Data Analytics,Education,DE,Time & Materials,4641,39,1,0.0,19.0,Low,Net 30,2025-01-21 00:04:08.388999
IT-2023640,Web Development,Manufacturing,CA,Time & Materials,49491,384,6,11.29,13.0,High,Net 30,2025-07-07 00:04:08.388999
IT-2023641,Cybersecurity,E-commerce,AU,Time & Materials,21216,96,1,12.15,10.0,High,Net 30,2025-08-11 00:04:08.388999
IT-2023642,Database Management,E-commerce,SG,Support Contract,27637,225,4,12.22,7.0,High,Monthly in Advance,2025-02-25 00:04:08.388999
IT-2023643,Network Infrastructure,Manufacturing,UK,Retainer,13903,112,3,0.0,20.0,Medium,Net 30,2025-06-28 00:04:08.388999
IT-2023644,System Integration,E-commerce,DE,Fixed Price,40252,339,5,9.39,19.0,High,"50% Advance, 50% on Completion",2025-03-28 00:04:08.388999
IT-2023645,DevOps Services,Finance,UK,Time & Materials,10555,85,2,10.03,20.0,Medium,Net 30,2024-10-02 00:04:08.388999
IT-2023646,Data Analytics,Manufacturing,CA,Retainer,19731,149,2,0.0,13.0,High,Net 30,2024-11-24 00:04:08.388999
IT-2023647,Mobile Development,Manufacturing,US,Time & Materials,9772,92,2,0.0,8.5,Medium,Net 30,2025-07-08 00:04:08.388999
IT-2023648,Mobile Development,Government,US,Time & Materials,6380,58,1,0.0,8.5,Low,Net 30,2025-06-12 00:04:08.388999
IT-2023649,IT Consulting,E-commerce,UK,Support Contract,59600,261,4,14.33,20.0,High,Monthly in Advance,2025-07-23 00:04:08.388999
IT-2023650,IT Consulting,Manufacturing,AU,Fixed Price,23310,94,2,10.33,10.0,High,"50% Advance, 50% on Completion",2024-10-18 00:04:08.388999
IT-2023651,Mobile Development,Finance,DE,Support Contract,30626,250,5,13.32,19.0,High,Monthly in Advance,2025-04-12 00:04:08.388999
IT-2023652,Web Development,Education,CA,Fixed Price,12367,99,2,0.0,13.0,Medium,"50% Advance, 50% on Completion",2025-01-28 00:04:08.388999
IT-2023653,Database Management,Finance,US,Fixed Price,31952,240,6,9.53,8.5,High,"50% Advance, 50% on Completion",2024-09-27 00:04:08.388999
IT-2023654,Data Analytics,Government,US,Support Contract,7200,61,3,0.0,8.5,Low,Monthly in Advance,2025-06-14 00:04:08.388999
IT-2023655,IT Consulting,Education,US,Retainer,42021,202,3,14.31,8.5,High,Net 30,2025-06-27 00:04:08.388999
IT-2023656,AI/ML Solutions,Manufacturing,SG,Time & Materials,28906,210,4,10.18,7.0,High,Net 30,2024-11-03 00:04:08.388999
IT-2023657,Cloud Services,Manufacturing,SG,Time & Materials,8713,57,2,0.0,7.0,Medium,Net 30,2025-04-03 00:04:08.388999
IT-2023658,Data Analytics,Government,AU,Retainer,10120,88,1,0.0,10.0,Medium,Net 30,2024-12-07 00:04:08.388999
IT-2023659,Cybersecurity,E-commerce,AU,Support Contract,58481,240,5,13.05,10.0,High,Monthly in Advance,2025-08-22 00:04:08.388999
IT-2023660,Network Infrastructure,Government,UK,Time & Materials,17663,150,2,0.0,20.0,High,Net 30,2025-01-09 00:04:08.388999
IT-2023661,AI/ML Solutions,Education,US,Support Contract,16211,116,2,0.0,8.5,High,Monthly in Advance,2025-07-06 00:04:08.388999
IT-2023662,Database Management,Education,AU,Support Contract,37408,281,4,8.66,10.0,High,Monthly in Advance,2025-01-28 00:04:08.388999
IT-2023663,Software Development,Healthcare,US,Fixed Price,9408,48,1,0.0,8.5,Medium,"50% Advance, 50% on Completion",2025-05-14 00:04:08.388999
IT-2023664,AI/ML Solutions,Finance,SG,Time & Materials,26871,210,5,12.36,7.0,High,Net 30,2025-07-26 00:04:08.388999
IT-2023665,Cloud Services,Healthcare,SG,Retainer,37906,258,5,13.57,7.0,High,Net 30,2025-01-25 00:04:08.388999
IT-2023666,Web Development,Manufacturing,UK,Time & Materials,28131,213,5,8.85,20.0,High,Net 30,2025-07-01 00:04:08.388999
IT-2023667,Web Development,Manufacturing,CA,Retainer,11537,83,1,0.0,13.0,Medium,Net 30,2025-08-14 00:04:08.388999
IT-2023668,IT Consulting,Manufacturing,AU,Time & Materials,49538,213,4,10.44,10.0,High,Net 30,2024-10-31 00:04:08.388999
IT-2023669,Mobile Development,E-commerce,DE,Retainer,19726,169,4,0.0,19.0,High,Net 30,2024-10-03 00:04:08.388999
IT-2023670,System Integration,Education,DE,Fixed Price,31070,236,5,11.09,19.0,High,"50% Advance, 50% on Completion",2024-12-01 00:04:08.388999
IT-2023671,Web Development,Healthcare,SG,Retainer,8339,66,4,0.0,7.0,Medium,Net 30,2024-10-18 00:04:08.388999
IT-2023672,Database Management,E-commerce,DE,Time & Materials,13327,122,2,0.0,19.0,Medium,Net 30,2025-02-03 00:04:08.388999
IT-2023673,Database Management,Manufacturing,UK,Retainer,4154,31,1,0.0,20.0,Low,Net 30,2025-06-26 00:04:08.388999
IT-2023674,IT Consulting,Education,SG,Retainer,22551,106,2,13.89,7.0,High,Net 30,2025-01-20 00:04:08.388999
IT-2023675,DevOps Services,Manufacturing,DE,Fixed Price,25733,213,4,11.25,19.0,High,"50% Advance, 50% on Completion",2024-12-18 00:04:08.388999
IT-2023676,Database Management,Manufacturing,DE,Retainer,14866,108,2,0.0,19.0,Medium,Net 30,2024-12-10 00:04:08.388999
IT-2023677,DevOps Services,E-commerce,CA,Support Contract,18386,125,2,0.0,13.0,High,Monthly in Advance,2025-08-31 00:04:08.388999
IT-2023678,AI/ML Solutions,Finance,AU,Retainer,19764,170,3,6.67,10.0,High,Net 30,2025-06-17 00:04:08.388999
IT-2023679,Software Development,E-commerce,CA,Retainer,34215,196,5,12.83,13.0,High,Net 30,2025-07-14 00:04:08.388999
IT-2023680,IT Consulting,Healthcare,US,Fixed Price,21528,120,2,14.54,8.5,High,"50% Advance, 50% on Completion",2024-12-28 00:04:08.388999
IT-2023681,Network Infrastructure,Finance,DE,Fixed Price,18165,141,2,5.52,19.0,High,"50% Advance, 50% on Completion",2025-03-29 00:04:08.388999
IT-2023682,Software Development,Manufacturing,SG,Fixed Price,30664,182,5,14.11,7.0,High,"50% Advance, 50% on Completion",2025-09-19 00:04:08.388999
IT-2023683,Database Management,Government,CA,Support Contract,34740,285,4,13.83,13.0,High,Monthly in Advance,2025-03-17 00:04:08.388999
IT-2023684,Web Development,Manufacturing,AU,Retainer,42644,320,6,13.83,10.0,High,Net 30,2025-01-23 00:04:08.388999
IT-2023685,Database Management,Finance,AU,Fixed Price,39276,338,5,9.51,10.0,High,"50% Advance, 50% on Completion",2025-03-07 00:04:08.388999
IT-2023686,Software Development,Education,UK,Retainer,46468,291,4,10.18,20.0,High,Net 30,2025-08-23 00:04:08.388999
IT-2023687,Cybersecurity,Manufacturing,UK,Retainer,21749,99,2,12.51,20.0,High,Net 30,2024-12-14 00:04:08.388999
IT-2023688,Web Development,Finance,UK,Time & Materials,18655,167,2,11.43,20.0,High,Net 30,2025-03-18 00:04:08.388999
IT-2023689,DevOps Services,Manufacturing,AU,Retainer,30210,228,4,11.35,10.0,High,Net 30,2025-03-31 00:04:08.388999
IT-2023690,DevOps Services,Government,CA,Time & Materials,30953,234,5,12.59,13.0,High,Net 30,2025-02-15 00:04:08.388999
IT-2023691,Database Management,Government,CA,Fixed Price,16842,135,2,0.0,13.0,High,"50% Advance, 50% on Completion",2025-04-10 00:04:08.388999
IT-2023692,IT Consulting,Government,CA,Fixed Price,69287,322,6,11.49,13.0,High,"50% Advance, 50% on Completion",2025-06-14 00:04:08.388999
IT-2023693,Cloud Services,Education,AU,Retainer,30275,206,4,13.08,10.0,High,Net 30,2025-06-04 00:04:08.388999
IT-2023694,System Integration,Finance,UK,Fixed Price,14031,117,2,8.95,20.0,High,"50% Advance, 50% on Completion",2025-08-04 00:04:08.388999
IT-2023695,Web Development,Government,AU,Retainer,36170,264,5,11.66,10.0,High,Net 30,2025-07-16 00:04:08.388999
IT-2023696,Web Development,Education,SG,Time & Materials,13434,112,2,0.0,7.0,Medium,Net 30,2024-10-03 00:04:08.388999
IT-2023697,Cloud Services,Government,CA,Time & Materials,24714,167,4,8.47,13.0,High,Net 30,2025-03-03 00:04:08.388999
IT-2023698,System Integration,Manufacturing,US,Fixed Price,14023,135,3,0.0,8.5,High,"50% Advance, 50% on Completion",2025-08-31 00:04:08.388999
IT-2023699,DevOps Services,Finance,UK,Support Contract,13050,90,1,8.68,20.0,Medium,Monthly in Advance,2025-09-11 00:04:08.388999
IT-2023700,Software Development,Education,UK,Support Contract,43766,242,4,11.48,20.0,High,Monthly in Advance,2025-08-26 00:04:08.388999
IT-2023701,Database Management,Government,UK,Time & Materials,33377,259,5,14.39,20.0,High,Net 30,2024-11-03 00:04:08.388999
IT-2023702,DevOps Services,E-commerce,SG,Retainer,39941,309,6,13.04,7.0,High,Net 30,2025-05-08 00:04:08.388999
IT-2023703,System Integration,Healthcare,UK,Retainer,4884,37,1,0.0,20.0,High,Net 30,2025-06-20 00:04:08.388999
IT-2023704,Database Management,Manufacturing,DE,Support Contract,38047,331,6,13.47,19.0,High,Monthly in Advance,2025-02-10 00:04:08.388999
IT-2023705,Mobile Development,Healthcare,DE,Support Contract,33901,262,5,13.56,19.0,High,Monthly in Advance,2024-11-02 00:04:08.388999
IT-2023706,Web Development,Government,DE,Support Contract,18505,147,2,0.0,19.0,High,Monthly in Advance,2025-08-24 00:04:08.388999
IT-2023707,Data Analytics,Manufacturing,DE,Time & Materials,36145,269,6,8.89,19.0,High,Net 30,2025-03-15 00:04:08.388999
IT-2023708,System Integration,E-commerce,UK,Time & Materials,46535,360,5,11.8,20.0,High,Net 30,2024-11-04 00:04:08.388999
IT-2023709,IT Consulting,Finance,AU,Support Contract,56410,266,6,13.77,10.0,High,Monthly in Advance,2025-03-22 00:04:08.388999
IT-2023710,IT Consulting,Manufacturing,UK,Fixed Price,71820,338,6,12.69,20.0,High,"50% Advance, 50% on Completion",2024-12-15 00:04:08.388999
IT-2023711,Database Management,Education,SG,Support Contract,4216,34,1,0.0,7.0,Low,Monthly in Advance,2025-01-15 00:04:08.388999
IT-2023712,Database Management,Government,CA,Time & Materials,24176,172,4,14.88,13.0,High,Net 30,2025-04-26 00:04:08.388999
IT-2023713,DevOps Services,Finance,US,Time & Materials,24186,181,2,11.99,8.5,High,Net 30,2024-11-13 00:04:08.388999
IT-2023714,Web Development,Finance,AU,Fixed Price,11956,98,1,8.78,10.0,Medium,"50% Advance, 50% on Completion",2025-01-09 00:04:08.388999
IT-2023715,Software Development,Government,AU,Time & Materials,92476,473,6,12.62,10.0,High,Net 30,2025-03-01 00:04:08.388999
IT-2023716,IT Consulting,Manufacturing,DE,Retainer,74417,369,6,14.67,19.0,High,Net 30,2024-10-20 00:04:08.388999
IT-2023717,Network Infrastructure,Government,UK,Fixed Price,51315,375,5,11.8,20.0,High,"50% Advance, 50% on Completion",2024-10-17 00:04:08.388999
IT-2023718,Mobile Development,Government,CA,Retainer,2268,18,1,0.0,13.0,Low,Net 30,2025-09-02 00:04:08.388999
IT-2023719,Data Analytics,Manufacturing,CA,Support Contract,23595,201,4,14.64,13.0,High,Monthly in Advance,2025-04-13 00:04:08.388999
IT-2023720,Network Infrastructure,Finance,DE,Time & Materials,27882,224,4,8.41,19.0,High,Net 30,2025-09-06 00:04:08.388999
IT-2023721,System Integration,Finance,DE,Time & Materials,28654,257,3,11.53,19.0,High,Net 30,2025-02-25 00:04:08.388999
IT-2023722,Software Development,Finance,CA,Support Contract,13500,60,1,8.62,13.0,Medium,Monthly in Advance,2025-07-01 00:04:08.388999
IT-2023723,Database Management,Manufacturing,US,Fixed Price,30876,244,4,8.28,8.5,High,"50% Advance, 50% on Completion",2025-02-25 00:04:08.388999
IT-2023724,Mobile Development,Manufacturing,US,Support Contract,28631,231,4,11.41,8.5,High,Monthly in Advance,2025-07-13 00:04:08.388999
IT-2023725,Cloud Services,Manufacturing,CA,Time & Materials,42073,320,6,14.75,13.0,High,Net 30,2025-06-23 00:04:08.388999
IT-2023726,DevOps Services,Government,AU,Retainer,40424,325,6,14.59,10.0,High,Net 30,2025-05-16 00:04:08.388999
IT-2023727,System Integration,Manufacturing,SG,Support Contract,9637,73,2,0.0,7.0,High,Monthly in Advance,2025-01-30 00:04:08.388999
IT-2023728,Network Infrastructure,Education,US,Time & Materials,21040,146,4,12.08,8.5,High,Net 30,2024-09-29 00:04:08.388999
IT-2023729,Software Development,Manufacturing,DE,Fixed Price,33676,164,3,9.34,19.0,High,"50% Advance, 50% on Completion",2024-10-28 00:04:08.388999
IT-2023730,AI/ML Solutions,Government,SG,Retainer,9737,91,1,0.0,7.0,Medium,Net 30,2025-06-12 00:04:08.388999
IT-2023731,System Integration,Finance,DE,Support Contract,26295,197,4,9.45,19.0,High,Monthly in Advance,2025-06-20 00:04:08.388999
IT-2023732,Cloud Services,Healthcare,US,Retainer,26482,163,4,8.74,8.5,High,Net 30,2025-07-25 00:04:08.388999
IT-2023733,Cloud Services,Manufacturing,SG,Time & Materials,19400,100,1,0.0,7.0,High,Net 30,2025-09-05 00:04:08.388999
IT-2023734,Mobile Development,E-commerce,SG,Retainer,46848,372,6,8.9,7.0,High,Net 30,2024-11-17 00:04:08.388999
IT-2023735,AI/ML Solutions,E-commerce,SG,Time & Materials,47605,398,6,10.52,7.0,High,Net 30,2025-07-31 00:04:08.388999
IT-2023736,Mobile Development,Education,US,Retainer,2193,17,1,0.0,8.5,Low,Net 30,2025-04-28 00:04:08.388999
IT-2023737,Software Development,Manufacturing,US,Fixed Price,6351,29,1,0.0,8.5,Low,"50% Advance, 50% on Completion",2025-02-12 00:04:08.389999
IT-2023738,Database Management,Healthcare,AU,Fixed Price,17079,147,2,6.14,10.0,High,"50% Advance, 50% on Completion",2025-02-16 00:04:08.389999
IT-2023739,Web Development,Education,DE,Fixed Price,35674,273,5,9.55,19.0,High,"50% Advance, 50% on Completion",2025-03-02 00:04:08.389999
IT-2023740,Cybersecurity,Finance,DE,Time & Materials,21804,106,2,12.12,19.0,High,Net 30,2025-08-25 00:04:08.389999
IT-2023741,Data Analytics,Manufacturing,SG,Fixed Price,12216,87,2,0.0,7.0,Medium,"50% Advance, 50% on Completion",2024-10-31 00:04:08.389999
IT-2023742,IT Consulting,E-commerce,UK,Retainer,10716,46,2,0.0,20.0,Medium,Net 30,2025-09-15 00:04:08.389999
IT-2023743,Data Analytics,Government,CA,Fixed Price,7860,60,1,0.0,13.0,Low,"50% Advance, 50% on Completion",2025-06-26 00:04:08.389999
